task_id,time_taken,solution
Task070,0.0119,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE1""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE1""], [0, 2, ""Dilation"", ""SE1""], [0, 2, ""Erosion"", ""SE1""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Dilation"", ""SE4""], [1, 1, ""Erosion"", ""SE1""], [1, 1, ""Erosion"", ""SE4""], [1, 2, ""Dilation"", ""SE1""], [1, 2, ""Erosion"", ""SE1""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Erosion"", ""SE2""], [2, 1, ""Erosion"", ""SE7""], [2, 2, ""Dilation"", ""SE1""], [2, 2, ""Erosion"", ""SE1""]]"
Task071,0.0781,"[[0, 1, ""Dilation"", ""SE2""], [0, 1, ""Dilation"", ""SE2""], [0, 1, ""Erosion"", ""SE2""], [0, 1, ""Erosion"", ""SE2""], [0, 3, ""Dilation"", ""SE3""], [0, 3, ""Erosion"", ""SE3""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Dilation"", ""SE6""], [1, 1, ""Erosion"", ""SE1""], [1, 1, ""Erosion"", ""SE6""], [1, 3, ""Dilation"", ""SE3""], [1, 3, ""Erosion"", ""SE3""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Erosion"", ""SE2""], [2, 1, ""Erosion"", ""SE5""], [2, 3, ""Dilation"", ""SE3""], [2, 3, ""Erosion"", ""SE3""]]"
Task072,0.1312,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE1""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE1""], [0, 4, ""Dilation"", ""SE4""], [0, 4, ""Erosion"", ""SE4""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Erosion"", ""SE1""], [1, 1, ""Erosion"", ""SE1""], [1, 4, ""Dilation"", ""SE4""], [1, 4, ""Erosion"", ""SE4""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE1""], [2, 4, ""Dilation"", ""SE4""], [2, 4, ""Erosion"", ""SE4""]]"
Task073,0.1725,"[[0, 1, ""Dilation"", ""SE2""], [0, 1, ""Dilation"", ""SE4""], [0, 1, ""Erosion"", ""SE2""], [0, 1, ""Erosion"", ""SE4""], [0, 3, ""Dilation"", ""SE6""], [0, 3, ""Erosion"", ""SE6""], [1, 1, ""Dilation"", ""SE2""], [1, 1, ""Dilation"", ""SE5""], [1, 1, ""Erosion"", ""SE2""], [1, 1, ""Erosion"", ""SE5""], [1, 3, ""Dilation"", ""SE6""], [1, 3, ""Erosion"", ""SE6""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Erosion"", ""SE2""], [2, 1, ""Erosion"", ""SE5""], [2, 3, ""Dilation"", ""SE6""], [2, 3, ""Erosion"", ""SE6""]]"
Task074,0.1764,"[[0, 1, ""Dilation"", ""SE2""], [0, 1, ""Dilation"", ""SE6""], [0, 1, ""Erosion"", ""SE2""], [0, 1, ""Erosion"", ""SE6""], [0, 2, ""Dilation"", ""SE5""], [0, 2, ""Erosion"", ""SE5""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Dilation"", ""SE2""], [1, 1, ""Erosion"", ""SE1""], [1, 1, ""Erosion"", ""SE2""], [1, 2, ""Dilation"", ""SE5""], [1, 2, ""Erosion"", ""SE5""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE1""], [2, 2, ""Dilation"", ""SE5""], [2, 2, ""Erosion"", ""SE5""]]"
Task075,0.2024,"[[0, 1, ""Dilation"", ""SE5""], [0, 1, ""Dilation"", ""SE6""], [0, 1, ""Erosion"", ""SE5""], [0, 1, ""Erosion"", ""SE6""], [0, 4, ""Dilation"", ""SE6""], [0, 4, ""Erosion"", ""SE6""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Dilation"", ""SE8""], [1, 1, ""Erosion"", ""SE1""], [1, 1, ""Erosion"", ""SE8""], [1, 4, ""Dilation"", ""SE6""], [1, 4, ""Erosion"", ""SE6""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Erosion"", ""SE6""], [2, 1, ""Erosion"", ""SE8""], [2, 4, ""Dilation"", ""SE6""], [2, 4, ""Erosion"", ""SE6""]]"
Task076,0.1653,"[[0, 1, ""Dilation"", ""SE4""], [0, 1, ""Dilation"", ""SE6""], [0, 1, ""Erosion"", ""SE4""], [0, 1, ""Erosion"", ""SE6""], [0, 4, ""Dilation"", ""SE5""], [0, 4, ""Erosion"", ""SE5""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Erosion"", ""SE1""], [1, 1, ""Erosion"", ""SE1""], [1, 4, ""Dilation"", ""SE5""], [1, 4, ""Erosion"", ""SE5""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE2""], [2, 4, ""Dilation"", ""SE5""], [2, 4, ""Erosion"", ""SE5""]]"
Task077,0.1298,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE2""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE2""], [0, 3, ""Dilation"", ""SE4""], [0, 3, ""Erosion"", ""SE4""], [1, 1, ""Dilation"", ""SE2""], [1, 1, ""Dilation"", ""SE6""], [1, 1, ""Erosion"", ""SE2""], [1, 1, ""Erosion"", ""SE6""], [1, 3, ""Dilation"", ""SE4""], [1, 3, ""Erosion"", ""SE4""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE1""], [2, 3, ""Dilation"", ""SE4""], [2, 3, ""Erosion"", ""SE4""]]"
Task078,0.1577,"[[0, 1, ""Dilation"", ""SE2""], [0, 1, ""Dilation"", ""SE4""], [0, 1, ""Erosion"", ""SE2""], [0, 1, ""Erosion"", ""SE4""], [0, 2, ""Dilation"", ""SE5""], [0, 2, ""Erosion"", ""SE5""], [1, 1, ""Dilation"", ""SE4""], [1, 1, ""Dilation"", ""SE6""], [1, 1, ""Erosion"", ""SE4""], [1, 1, ""Erosion"", ""SE6""], [1, 2, ""Dilation"", ""SE5""], [1, 2, ""Erosion"", ""SE5""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE2""], [2, 2, ""Dilation"", ""SE5""], [2, 2, ""Erosion"", ""SE5""]]"
Task079,0.1532,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE6""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE6""], [0, 4, ""Dilation"", ""SE5""], [0, 4, ""Erosion"", ""SE5""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Dilation"", ""SE4""], [1, 1, ""Erosion"", ""SE1""], [1, 1, ""Erosion"", ""SE4""], [1, 4, ""Dilation"", ""SE5""], [1, 4, ""Erosion"", ""SE5""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Erosion"", ""SE2""], [2, 1, ""Erosion"", ""SE5""], [2, 4, ""Dilation"", ""SE5""], [2, 4, ""Erosion"", ""SE5""]]"
Task080,0.2551,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE8""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE8""], [0, 2, ""Dilation"", ""SE7""], [0, 2, ""Erosion"", ""SE7""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Dilation"", ""SE8""], [1, 1, ""Erosion"", ""SE1""], [1, 1, ""Erosion"", ""SE8""], [1, 2, ""Dilation"", ""SE7""], [1, 2, ""Erosion"", ""SE7""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE4""], [2, 1, ""Erosion"", ""SE2""], [2, 1, ""Erosion"", ""SE4""], [2, 2, ""Dilation"", ""SE7""], [2, 2, ""Erosion"", ""SE7""]]"
Task081,0.1527,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE7""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE7""], [0, 3, ""Dilation"", ""SE5""], [0, 3, ""Erosion"", ""SE5""], [1, 1, ""Dilation"", ""SE2""], [1, 1, ""Dilation"", ""SE6""], [1, 1, ""Erosion"", ""SE2""], [1, 1, ""Erosion"", ""SE6""], [1, 3, ""Dilation"", ""SE5""], [1, 3, ""Erosion"", ""SE5""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Erosion"", ""SE2""], [2, 1, ""Erosion"", ""SE6""], [2, 3, ""Dilation"", ""SE5""], [2, 3, ""Erosion"", ""SE5""]]"
Task082,0.1897,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE4""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE4""], [0, 4, ""Dilation"", ""SE6""], [0, 4, ""Erosion"", ""SE6""], [1, 1, ""Dilation"", ""SE5""], [1, 1, ""Dilation"", ""SE5""], [1, 1, ""Erosion"", ""SE5""], [1, 1, ""Erosion"", ""SE5""], [1, 4, ""Dilation"", ""SE6""], [1, 4, ""Erosion"", ""SE6""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE5""], [2, 4, ""Dilation"", ""SE6""], [2, 4, ""Erosion"", ""SE6""]]"
Task083,0.1354,"[[0, 1, ""Dilation"", ""SE2""], [0, 1, ""Dilation"", ""SE6""], [0, 1, ""Erosion"", ""SE2""], [0, 1, ""Erosion"", ""SE6""], [0, 2, ""Dilation"", ""SE5""], [0, 2, ""Erosion"", ""SE5""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Dilation"", ""SE4""], [1, 1, ""Erosion"", ""SE1""], [1, 1, ""Erosion"", ""SE4""], [1, 2, ""Dilation"", ""SE5""], [1, 2, ""Erosion"", ""SE5""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE8""], [2, 2, ""Dilation"", ""SE5""], [2, 2, ""Erosion"", ""SE5""]]"
Task084,0.0534,"[[0, 1, ""Dilation"", ""SE2""], [0, 1, ""Dilation"", ""SE4""], [0, 1, ""Erosion"", ""SE2""], [0, 1, ""Erosion"", ""SE4""], [0, 2, ""Dilation"", ""SE2""], [0, 2, ""Erosion"", ""SE2""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Dilation"", ""SE4""], [1, 1, ""Erosion"", ""SE1""], [1, 1, ""Erosion"", ""SE4""], [1, 2, ""Dilation"", ""SE2""], [1, 2, ""Erosion"", ""SE2""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE5""], [2, 2, ""Dilation"", ""SE2""], [2, 2, ""Erosion"", ""SE2""]]"
Task085,0.2421,"[[0, 1, ""Dilation"", ""SE7""], [0, 1, ""Dilation"", ""SE7""], [0, 1, ""Erosion"", ""SE7""], [0, 1, ""Erosion"", ""SE7""], [0, 3, ""Dilation"", ""SE8""], [0, 3, ""Erosion"", ""SE8""], [1, 1, ""Dilation"", ""SE5""], [1, 1, ""Dilation"", ""SE8""], [1, 1, ""Erosion"", ""SE5""], [1, 1, ""Erosion"", ""SE8""], [1, 3, ""Dilation"", ""SE8""], [1, 3, ""Erosion"", ""SE8""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Erosion"", ""SE2""], [2, 1, ""Erosion"", ""SE8""], [2, 3, ""Dilation"", ""SE8""], [2, 3, ""Erosion"", ""SE8""]]"
Task086,0.0537,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE8""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE8""], [0, 4, ""Dilation"", ""SE2""], [0, 4, ""Erosion"", ""SE2""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Erosion"", ""SE1""], [1, 1, ""Erosion"", ""SE1""], [1, 4, ""Dilation"", ""SE2""], [1, 4, ""Erosion"", ""SE2""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE2""], [2, 4, ""Dilation"", ""SE2""], [2, 4, ""Erosion"", ""SE2""]]"
Task087,0.0235,"[[0, 1, ""Dilation"", ""SE2""], [0, 1, ""Dilation"", ""SE4""], [0, 1, ""Erosion"", ""SE2""], [0, 1, ""Erosion"", ""SE4""], [0, 3, ""Dilation"", ""SE1""], [0, 3, ""Erosion"", ""SE1""], [1, 1, ""Dilation"", ""SE4""], [1, 1, ""Dilation"", ""SE8""], [1, 1, ""Erosion"", ""SE4""], [1, 1, ""Erosion"", ""SE8""], [1, 3, ""Dilation"", ""SE1""], [1, 3, ""Erosion"", ""SE1""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Erosion"", ""SE2""], [2, 1, ""Erosion"", ""SE6""], [2, 3, ""Dilation"", ""SE1""], [2, 3, ""Erosion"", ""SE1""]]"
Task088,0.2219,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE4""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE4""], [0, 4, ""Dilation"", ""SE7""], [0, 4, ""Erosion"", ""SE7""], [1, 1, ""Dilation"", ""SE7""], [1, 1, ""Dilation"", ""SE8""], [1, 1, ""Erosion"", ""SE7""], [1, 1, ""Erosion"", ""SE8""], [1, 4, ""Dilation"", ""SE7""], [1, 4, ""Erosion"", ""SE7""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE6""], [2, 4, ""Dilation"", ""SE7""], [2, 4, ""Erosion"", ""SE7""]]"
Task089,0.0101,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE6""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE6""], [0, 2, ""Dilation"", ""SE1""], [0, 2, ""Erosion"", ""SE1""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Dilation"", ""SE7""], [1, 1, ""Erosion"", ""SE1""], [1, 1, ""Erosion"", ""SE7""], [1, 2, ""Dilation"", ""SE1""], [1, 2, ""Erosion"", ""SE1""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE1""], [2, 2, ""Dilation"", ""SE1""], [2, 2, ""Erosion"", ""SE1""]]"
Task090,0.0514,"[[0, 1, ""Dilation"", ""SE4""], [0, 1, ""Dilation"", ""SE7""], [0, 1, ""Erosion"", ""SE4""], [0, 1, ""Erosion"", ""SE7""], [0, 2, ""Dilation"", ""SE2""], [0, 2, ""Erosion"", ""SE2""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Dilation"", ""SE6""], [1, 1, ""Erosion"", ""SE1""], [1, 1, ""Erosion"", ""SE6""], [1, 2, ""Dilation"", ""SE2""], [1, 2, ""Erosion"", ""SE2""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Erosion"", ""SE2""], [2, 1, ""Erosion"", ""SE7""], [2, 2, ""Dilation"", ""SE2""], [2, 2, ""Erosion"", ""SE2""]]"
Task091,0.061,"[[0, 1, ""Dilation"", ""SE2""], [0, 1, ""Dilation"", ""SE2""], [0, 1, ""Erosion"", ""SE2""], [0, 1, ""Erosion"", ""SE2""], [0, 4, ""Dilation"", ""SE2""], [0, 4, ""Erosion"", ""SE2""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Dilation"", ""SE7""], [1, 1, ""Erosion"", ""SE1""], [1, 1, ""Erosion"", ""SE7""], [1, 4, ""Dilation"", ""SE2""], [1, 4, ""Erosion"", ""SE2""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE2""], [2, 4, ""Dilation"", ""SE2""], [2, 4, ""Erosion"", ""SE2""]]"
Task092,0.1304,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE2""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE2""], [0, 4, ""Dilation"", ""SE4""], [0, 4, ""Erosion"", ""SE4""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Dilation"", ""SE6""], [1, 1, ""Erosion"", ""SE1""], [1, 1, ""Erosion"", ""SE6""], [1, 4, ""Dilation"", ""SE4""], [1, 4, ""Erosion"", ""SE4""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE2""], [2, 4, ""Dilation"", ""SE4""], [2, 4, ""Erosion"", ""SE4""]]"
Task093,0.1453,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE2""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE2""], [0, 2, ""Dilation"", ""SE4""], [0, 2, ""Erosion"", ""SE4""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Dilation"", ""SE3""], [1, 1, ""Erosion"", ""SE1""], [1, 1, ""Erosion"", ""SE3""], [1, 2, ""Dilation"", ""SE4""], [1, 2, ""Erosion"", ""SE4""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE5""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE5""], [2, 2, ""Dilation"", ""SE4""], [2, 2, ""Erosion"", ""SE4""]]"
Task094,0.2117,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE4""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE4""], [0, 4, ""Dilation"", ""SE7""], [0, 4, ""Erosion"", ""SE7""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Dilation"", ""SE2""], [1, 1, ""Erosion"", ""SE1""], [1, 1, ""Erosion"", ""SE2""], [1, 4, ""Dilation"", ""SE7""], [1, 4, ""Erosion"", ""SE7""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE2""], [2, 4, ""Dilation"", ""SE7""], [2, 4, ""Erosion"", ""SE7""]]"
Task095,0.023,"[[0, 1, ""Dilation"", ""SE2""], [0, 1, ""Dilation"", ""SE7""], [0, 1, ""Erosion"", ""SE2""], [0, 1, ""Erosion"", ""SE7""], [0, 3, ""Dilation"", ""SE1""], [0, 3, ""Erosion"", ""SE1""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Dilation"", ""SE7""], [1, 1, ""Erosion"", ""SE1""], [1, 1, ""Erosion"", ""SE7""], [1, 3, ""Dilation"", ""SE1""], [1, 3, ""Erosion"", ""SE1""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE7""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE7""], [2, 3, ""Dilation"", ""SE1""], [2, 3, ""Erosion"", ""SE1""]]"
Task096,0.1482,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE2""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE2""], [0, 4, ""Dilation"", ""SE5""], [0, 4, ""Erosion"", ""SE5""], [1, 1, ""Dilation"", ""SE1""], [1, 1, ""Dilation"", ""SE7""], [1, 1, ""Erosion"", ""SE1""], [1, 1, ""Erosion"", ""SE7""], [1, 4, ""Dilation"", ""SE5""], [1, 4, ""Erosion"", ""SE5""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE8""], [2, 1, ""Erosion"", ""SE2""], [2, 1, ""Erosion"", ""SE8""], [2, 4, ""Dilation"", ""SE5""], [2, 4, ""Erosion"", ""SE5""]]"
Task097,0.3456,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE1""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE1""], [0, 3, ""Dilation"", ""SE6""], [0, 3, ""Erosion"", ""SE6""], [1, 1, ""Dilation"", ""SE4""], [1, 1, ""Dilation"", ""SE5""], [1, 1, ""Erosion"", ""SE4""], [1, 1, ""Erosion"", ""SE5""], [1, 3, ""Dilation"", ""SE6""], [1, 3, ""Erosion"", ""SE6""], [2, 1, ""Dilation"", ""SE1""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Erosion"", ""SE1""], [2, 1, ""Erosion"", ""SE2""], [2, 3, ""Dilation"", ""SE6""], [2, 3, ""Erosion"", ""SE6""]]"
Task098,0.1781,"[[0, 1, ""Dilation"", ""SE5""], [0, 1, ""Dilation"", ""SE6""], [0, 1, ""Erosion"", ""SE5""], [0, 1, ""Erosion"", ""SE6""], [0, 2, ""Dilation"", ""SE6""], [0, 2, ""Erosion"", ""SE6""], [1, 1, ""Dilation"", ""SE4""], [1, 1, ""Dilation"", ""SE7""], [1, 1, ""Erosion"", ""SE4""], [1, 1, ""Erosion"", ""SE7""], [1, 2, ""Dilation"", ""SE6""], [1, 2, ""Erosion"", ""SE6""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Erosion"", ""SE2""], [2, 1, ""Erosion"", ""SE2""], [2, 2, ""Dilation"", ""SE6""], [2, 2, ""Erosion"", ""SE6""]]"
Task099,0.1823,"[[0, 1, ""Dilation"", ""SE1""], [0, 1, ""Dilation"", ""SE1""], [0, 1, ""Erosion"", ""SE1""], [0, 1, ""Erosion"", ""SE1""], [0, 4, ""Dilation"", ""SE6""], [0, 4, ""Erosion"", ""SE6""], [1, 1, ""Dilation"", ""SE5""], [1, 1, ""Dilation"", ""SE6""], [1, 1, ""Erosion"", ""SE5""], [1, 1, ""Erosion"", ""SE6""], [1, 4, ""Dilation"", ""SE6""], [1, 4, ""Erosion"", ""SE6""], [2, 1, ""Dilation"", ""SE2""], [2, 1, ""Dilation"", ""SE6""], [2, 1, ""Erosion"", ""SE2""], [2, 1, ""Erosion"", ""SE6""], [2, 4, ""Dilation"", ""SE6""], [2, 4, ""Erosion"", ""SE6""]]"
